matureform	total copies	hsa_Adrenocarcinoma-SW-mock,hsa_Adrenocarcinoma-SW-YFV,hsa_AML-HL60,hsa_AML-Kas1,hsa_AML-THP1,hsa_AML1-d0,hsa_AML1-d29,hsa_AML2-d0,hsa_AML2-d29,hsa_AML3-d0,hsa_AML3-d29,hsa_Astroblastoma-DD040800,hsa_Astrocytoma-FC020688,hsa_Astrocytoma-WL210995,hsa_B-ALL-REH,hsa_B-ALL1-d0,hsa_B-ALL2-d0,hsa_B-ALL2-d29,hsa_B-ALL3-d0,hsa_B-ALL3-d29,hsa_B-ALL4-d0,hsa_B-ALL4-d29,hsa_B-ALL5-d0,hsa_B-ALL5-d29,hsa_B-ALL6-d0,hsa_B-ALL6-d29,hsa_B-ALL7-d0,hsa_B-ALL7-d29,hsa_B-ALL8-d0,hsa_B-ALL8-d29,hsa_B-ALL8-d43,hsa_B-ALL9-d0,hsa_B-cell-CD19,hsa_B-cell-CD19-2,hsa_B-cell-CD19-pool,hsa_B-CLL-EHEB,hsa_B-CLL-Mec2,hsa_B-CLL1,hsa_B-CLL11,hsa_B-CLL12,hsa_B-CLL13,hsa_B-CLL4,hsa_B-CLL5,hsa_B-CLL5_2,hsa_B-CLL6,hsa_B-CLL7,hsa_B-CLL8,hsa_BL-BCBL1-new,hsa_BL-BCBL1-old,hsa_Breast-adenocarcinoma-MCF7,hsa_Breast-duct-carcinoma-SKBR3,hsa_Breast-duct-HCC38,hsa_Breast-epith-fiborcystic-MCF10A,hsa_Breast-invasive-duct-BT474,hsa_Breast-invasive-duct-T47,hsa_Burkitt-BL41-95-EBV,hsa_Burkitt-BL41-mock,hsa_Burkitt-CA-46,hsa_Burkitt-DG-75,hsa_Burkitt-patient1,hsa_Burkitt-patient2,hsa_Burkitt-patient3,hsa_Burkitt-Raji,hsa_Cerebellum-adult,hsa_Cervix-HeLa-adh,hsa_Cervix-HeLa-adh-2,hsa_Cervix-HeLa-CD4,hsa_Cervix-HeLa-HIV,hsa_Cervix-HeLa-IFNa,hsa_Cervix-HeLa-IFNg,hsa_Cervix-HeLa-susp,hsa_DC-stim,hsa_DC-unstim,hsa_Desmo-tumor-JN-Dsrct,hsa_DLBCL-DLBL1,hsa_DLBCL-DLBL2,hsa_DLBCL-DLBL3,hsa_DLBCL-DLBL4,hsa_DLBCL-Ly1,hsa_DLBCL-LY3,hsa_DLBCL-SUDHL6,hsa_Epididymis,hsa_Ewing-Sarcoma-A673,hsa_Fibrobl-CMV,hsa_Follic-Lymphoma-F1,hsa_Follic-Lymphoma-F2,hsa_Frontal-cortex-adult,hsa_Gliobl-SNB19,hsa_Gliobl-U87,hsa_Granulocytes-CD15,hsa_Heart,hsa_Hepatocell-carcinoma-Huh7-HCV,hsa_Hepatocell-carcinoma-Huh7-mock,hsa_Hepatoma-HepG2,hsa_Hepatoma-HepG2-HBV,hsa_Hepatoma-PLC,hsa_Hippocamp-adult,hsa_Hodgkin-KMH2,hsa_Hodgkin-L1236,hsa_Hodgkin-L428,hsa_Hodgkin-L591,hsa_HSC-CD34,hsa_Kidney-embryo-HEK293,hsa_Kidney-embryo-HEK293-6d,hsa_Kidney-embryo-HEK293-exp,hsa_Kidney-embryo-HEK293-Fas12,hsa_Liver,hsa_Lung-adenoc-A549-IFNa,hsa_Lung-adenoc-A549-IFNb,hsa_Lung-adenoc-A549-IFNg,hsa_Lung-adenoc-A549-mock,hsa_MC-Lymphoma-Granta-519,hsa_MC-Lymphoma-Jeko-1,hsa_MC-Lymphoma-JVM-2,hsa_MC-Lymphoma-M1,hsa_MC-Lymphoma-M2,hsa_Medullobl-DAOY,hsa_Midbrain-adult,hsa_Monocytes-CD14,hsa_MZ-Lymphoma-MZ2,hsa_Neurobl-BE2,hsa_Neurobl-SHSY5Y,hsa_Neurobl-SHSY5Y-IFNg-24h,hsa_Neurobl-SHSY5Y-RA,hsa_NK-CD56,hsa_Osteosarcoma-SAOS2,hsa_Osteosarcoma-U2Os-ind-24h,hsa_Osteosarcoma-U2Os-uninduced,hsa_Ovary,hsa_Pancreatic-islets,hsa_Pituitary,hsa_Placenta,hsa_Plasmocytoma-U266,hsa_Podocytes-Moins-diff,hsa_Podocytes-Moins-undiff,hsa_Prostata,hsa_renal_carcinoma-DH1,hsa_renal_carcinoma-DH1-diff-3d,hsa_renal_carcinoma-DH1-diff-6d,hsa_Seminoma-2073,hsa_Seminoma-2073-NE1,hsa_Spleen,hsa_T-ALL-Jurkat,hsa_T-ALL1-d0,hsa_T-ALL2-d0,hsa_T-ALL3-d0,hsa_T-ALL3-d29,hsa_T-ALL4-d0,hsa_T-ALL4-d29,hsa_T-ALL5-d0,hsa_T-ALL5-d29,hsa_T-cell-CD4,hsa_T-cell-CD4-2,hsa_T-cell-CD4-A301,hsa_T-cell-CD4-ACH2,hsa_T-cell-CD4-ACH2-stim,hsa_T-cell-CD4-effector,hsa_T-cell-CD4-memory,hsa_T-cell-CD4-naive,hsa_T-cell-CD8,hsa_T-cell-CD8-2,hsa_T-cell-CD8-naive,hsa_Teratocarcinoma-NT2-norm,hsa_Teratocarcinoma-NT2-RA,hsa_Teratocarcinoma-PA1,hsa_Testis,hsa_Thyroid,hsa_USSC,hsa_USSC-d1,hsa_USSC-d3,hsa_USSC-d7,hsa_Uterus
hsa-miR-100871-3p	16.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00074,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00246,0.00000,0.00000,0.00092,0.00000,0.00000,0.00000,0.00000,0.00000,0.00225,0.00000,0.00000,0.00000,0.00000,0.00062,0.00000,0.00158,0.00000,0.00415,0.00000,0.00000,0.00124,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00402,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00110,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00131,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00085,0.00000,0.00000,0.00072,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00148,0.00000,0.00000
hsa-miR-100871-5p	77.000	0.00134,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00057,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00962,0.00246,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00088,0.00000,0.00000,0.00000,0.00623,0.00000,0.00158,0.00000,0.00000,0.00000,0.00110,0.00746,0.00217,0.00000,0.00000,0.00147,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00200,0.00000,0.00000,0.00000,0.00000,0.00259,0.00000,0.00000,0.00000,0.00000,0.00362,0.00110,0.00136,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00105,0.00125,0.00131,0.00260,0.00000,0.00000,0.00000,0.00000,0.00000,0.00228,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00295,0.01527,0.00000,0.00234,0.00072,0.00000,0.00735,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00140,0.00074,0.00527,0.00000
hsa-miR-101	634.000	0.00000,0.00243,0.00000,0.00000,0.00711,0.00000,0.00280,0.00137,0.00293,0.00924,0.00250,0.00228,0.00390,0.00557,0.00000,0.00795,0.00000,0.00118,0.00247,0.00494,0.00200,0.00000,0.00000,0.00000,0.00116,0.00312,0.00314,0.00164,0.00000,0.00000,0.00556,0.00481,0.01994,0.00304,0.00494,0.00000,0.00000,0.00967,0.01372,0.01670,0.02197,0.02016,0.02237,0.00833,0.01935,0.01354,0.01664,0.00481,0.00000,0.00000,0.00000,0.00000,0.00184,0.00093,0.00507,0.00439,0.00491,0.00000,0.00000,0.00339,0.00377,0.00114,0.00249,0.00510,0.00158,0.00184,0.00000,0.00413,0.00110,0.00249,0.00000,0.00068,0.00397,0.00295,0.00212,0.00162,0.00105,0.00119,0.00806,0.00000,0.00259,0.00076,0.00180,0.00201,0.00000,0.00115,0.00196,0.00000,0.00000,0.00699,0.00000,0.05000,0.00518,0.00822,0.00652,0.00430,0.00172,0.00362,0.00329,0.00340,0.00331,0.00110,0.00000,0.00479,0.00512,0.00000,0.00000,0.00000,0.00249,0.00000,0.00130,0.00552,0.00211,0.00000,0.00632,0.01175,0.00000,0.00201,0.00188,0.01192,0.00305,0.00808,0.00526,0.00683,0.00926,0.00000,0.00172,0.00220,0.00381,0.00380,0.00305,0.00128,0.00000,0.00148,0.00085,0.00078,0.00000,0.00072,0.00000,0.00000,0.00356,0.00000,0.00000,0.00557,0.00184,0.00000,0.00000,0.00261,0.00325,0.00213,0.00534,0.01905,0.00856,0.00201,0.00455,0.00510,0.00000,0.00188,0.00080,0.00959,0.00969,0.00463,0.00000,0.00000,0.00384,0.00000,0.00000,0.00000,0.00070,0.00074,0.00000,0.00000
hsa-miR-103	263.000	0.00334,0.00243,0.00000,0.01449,0.00640,0.00341,0.00000,0.00000,0.00147,0.00000,0.00083,0.00085,0.00130,0.00000,0.00000,0.00000,0.00151,0.00000,0.00000,0.00148,0.00100,0.00000,0.00088,0.00380,0.00000,0.00156,0.00000,0.00082,0.00000,0.00000,0.00139,0.00080,0.00000,0.00000,0.00000,0.00000,0.00354,0.00000,0.00119,0.00145,0.00000,0.00112,0.00000,0.00139,0.00215,0.00090,0.00059,0.00481,0.00491,0.00126,0.00000,0.00000,0.00184,0.00254,0.00423,0.00293,0.00049,0.00000,0.00177,0.00000,0.00189,0.00229,0.00280,0.00127,0.00000,0.00184,0.00000,0.00620,0.00219,0.00000,0.00217,0.00068,0.00298,0.00368,0.00106,0.00081,0.00000,0.00119,0.00000,0.00000,0.00259,0.00113,0.00764,0.00201,0.00000,0.00000,0.00196,0.00000,0.00000,0.00000,0.00000,0.00833,0.00000,0.00598,0.00196,0.00143,0.00086,0.00000,0.00165,0.00544,0.00661,0.00110,0.00000,0.00639,0.00256,0.00392,0.00107,0.00105,0.00000,0.00262,0.00130,0.00184,0.00263,0.00361,0.00000,0.00098,0.00000,0.00100,0.00628,0.00163,0.00000,0.00081,0.01211,0.00137,0.00000,0.00000,0.00258,0.00385,0.00076,0.00285,0.00183,0.00064,0.00405,0.00148,0.00339,0.00078,0.00078,0.00000,0.00164,0.00000,0.00712,0.00364,0.00253,0.00080,0.00138,0.00217,0.00000,0.00000,0.00609,0.00354,0.00107,0.00031,0.00000,0.00201,0.00091,0.00000,0.00000,0.00094,0.00000,0.00000,0.00000,0.00000,0.00119,0.00563,0.00230,0.00073,0.00174,0.00000,0.00140,0.00000,0.00000,0.00163
hsa-miR-105	8.000	0.00000,0.00122,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00117,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00065,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00273,0.00000,0.00000,0.00258,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-106a	77.167	0.01001,0.01176,0.00000,0.00000,0.00142,0.00000,0.00093,0.00000,0.00000,0.00000,0.00083,0.00000,0.00000,0.00000,0.00000,0.00066,0.00000,0.00118,0.00000,0.00000,0.00100,0.00000,0.00000,0.00000,0.00155,0.00000,0.00000,0.00041,0.00000,0.00000,0.00000,0.00080,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00033,0.00113,0.00000,0.00056,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00081,0.00053,0.00000,0.00000,0.00493,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00025,0.00033,0.00036,0.00000,0.00000,0.00055,0.00034,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00184,0.00079,0.00120,0.00105,0.00000,0.00114,0.00000,0.00000,0.00081,0.00000,0.00054,0.00526,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00356,0.00000,0.00084,0.00119,0.00092,0.00000,0.00000,0.00000,0.00000,0.00461,0.00000,0.00031,0.00000,0.00056,0.00410,0.01020,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00476,0.00141,0.00653,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-106b	715.000	0.01335,0.00243,0.00277,0.00725,0.02274,0.00195,0.00373,0.00412,0.01173,0.00154,0.00333,0.00228,0.00260,0.00000,0.00000,0.00398,0.00302,0.00590,0.00742,0.00888,0.00300,0.00413,0.00880,0.00190,0.00348,0.00156,0.01099,0.00247,0.01619,0.00000,0.00278,0.00401,0.00369,0.00000,0.00071,0.00136,0.00531,0.00074,0.00179,0.00145,0.00076,0.00112,0.00224,0.00417,0.00108,0.00090,0.00178,0.00962,0.01474,0.00377,0.00350,0.00461,0.00092,0.00694,0.00507,0.00732,0.00688,0.00676,0.00442,0.01242,0.00755,0.00458,0.00872,0.00000,0.00948,0.00551,0.01660,0.00000,0.00548,0.00746,0.00652,0.00000,0.00000,0.01694,0.00425,0.00243,0.00105,0.00477,0.00403,0.01478,0.00389,0.00000,0.00719,0.00000,0.00385,0.00115,0.00065,0.00399,0.00000,0.00233,0.00000,0.00000,0.02073,0.01271,0.01761,0.00860,0.00172,0.00966,0.00439,0.01020,0.00992,0.00441,0.00820,0.00799,0.01023,0.02089,0.00000,0.00421,0.00499,0.00131,0.00260,0.00368,0.00474,0.00482,0.00316,0.00196,0.00000,0.00000,0.00251,0.00271,0.00762,0.00485,0.02632,0.00956,0.00309,0.00000,0.00344,0.00660,0.00000,0.00095,0.00122,0.00000,0.00405,0.00295,0.00170,0.00000,0.00156,0.00072,0.00000,0.00735,0.01068,0.00000,0.01351,0.00636,0.00369,0.00362,0.00000,0.00522,0.00325,0.00213,0.00854,0.00492,0.00285,0.00937,0.00911,0.00510,0.01389,0.00377,0.00159,0.00000,0.00162,0.00926,0.00238,0.00282,0.00922,0.00073,0.00000,0.00000,0.00279,0.00223,0.00000,0.00000
hsa-miR-107	28.000	0.00067,0.00000,0.00000,0.00000,0.00000,0.00244,0.00000,0.00000,0.00000,0.00000,0.00000,0.00028,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00049,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00023,0.00000,0.00000,0.00049,0.00000,0.00000,0.00000,0.00189,0.00000,0.00031,0.00000,0.00000,0.00000,0.00000,0.00207,0.00000,0.00000,0.00000,0.00000,0.00000,0.00074,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00038,0.00045,0.00000,0.00000,0.00000,0.00130,0.00000,0.00000,0.00000,0.00000,0.00833,0.00000,0.00000,0.00000,0.00000,0.00086,0.00000,0.00055,0.00136,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00036,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00033,0.00000,0.00000,0.00000,0.00081,0.00053,0.00137,0.00000,0.00000,0.00000,0.00110,0.00076,0.00000,0.00061,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00084,0.00000,0.00046,0.00000,0.00000,0.00000,0.00041,0.00000,0.00107,0.00031,0.00000,0.00067,0.00091,0.00000,0.00000,0.00094,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-10a	164.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00083,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00369,0.00000,0.00000,0.00169,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00373,0.00000,0.00000,0.00000,0.00221,0.00106,0.00243,0.00315,0.00477,0.00483,0.00000,0.00130,0.00756,0.00090,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00221,0.01639,0.01597,0.03069,0.03394,0.00000,0.00421,0.00499,0.00000,0.00260,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00258,0.00495,0.00000,0.00095,0.00000,0.00064,0.00000,0.00739,0.00509,0.00000,0.00156,0.00287,0.00327,0.00000,0.00000,0.00000,0.00000,0.00080,0.01935,0.00072,0.00000,0.00000,0.00081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00159,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00073,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-10b	136.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00130,0.00223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02798,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00907,0.00360,0.00000,0.00192,0.00115,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00065,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00958,0.00256,0.01436,0.00000,0.00000,0.00000,0.00000,0.00130,0.00000,0.00000,0.00000,0.00000,0.00098,0.00228,0.00000,0.00000,0.00000,0.00305,0.00162,0.01579,0.01639,0.00000,0.00000,0.00000,0.00110,0.00305,0.00000,0.00000,0.00000,0.00000,0.00148,0.00170,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00182,0.00000,0.00000,0.00000,0.00072,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00141,0.00000,0.00437,0.00523,0.00000,0.00000,0.00000,0.00000,0.00489
hsa-miR-122	1465.000	0.00000,0.00000,0.00000,0.00000,0.00000,0.04678,0.00373,0.02610,0.00000,0.00000,0.00416,0.00000,0.00715,0.01114,0.00000,0.00000,0.00000,0.00000,0.00000,0.00099,0.00100,0.00413,0.00000,0.00000,0.00000,0.00312,0.00000,0.00493,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00092,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03776,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15000,0.22280,0.00149,0.00000,0.02796,0.00000,0.00000,0.00000,0.00000,0.00000,0.00331,0.00000,0.00000,0.00000,0.00000,0.72063,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01370,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00076,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04855,0.00345,0.04439,0.04712,0.00000,0.00213,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05556,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
hsa-miR-124	1613.000	0.00000,0.00000,0.00554,0.00000,0.00000,0.00000,0.00000,0.00137,0.00000,0.00000,0.00000,0.00000,0.21572,0.00780,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00139,0.00160,0.00000,0.00000,0.00000,0.00000,0.00088,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00343,0.00000,0.22675,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00151,0.00000,0.00000,0.00000,0.00000,0.17417,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.27797,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00479,0.00256,0.00131,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00685,0.09772,0.00000,0.00000,0.08994,0.18578,0.03684,0.14071,0.00000,0.00000,0.00086,0.00165,0.00000,0.00000,0.00122,0.00000,0.00000,0.00000,0.00000,0.00078,0.00000,0.00000,0.00000,0.00000,0.00356,0.00000,0.00000,0.00000,0.00000,0.00072,0.00000,0.00000,0.00162,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01389,0.00000,0.00000,0.00000,0.00000,0.00000,0.01429,0.00563,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
